label,sentences
1,Ariel wanted to surprise Beth by calling her a puppy.
0,larry put his leisure suit on for the meeting.
0,he put a piece of apple in his mouth.
0,he posted a stamp on the letter.
0,alfred stopped at the drive-thru for a hamburger.
1,"on the day of the concert, we went to the dining hall very early for seats."
1,they bought paper made of steel.
0,they hung out at the coffee shop.
0,joey used a towel to dry himself.
0,wildfires are controlled by firefighters.
0,bees can understand each other's dancing.
1,he looked at the watch worn on his waist.
1,sleeping pills keep him warm in the wild.
0,a secret is something that few people know.
1,he ate too much that his fart was sweet.
0,he swallowed his food without chewing.
0,he brought his gun for the hunt.
1,the yard was wet after several days of sunshine.
1,the ship sailed across the iced waters of the Atlantic.
1,the ship turned sharply to get a collision.
0,the artist added more colors on his painting.
1,he found a bat to play soccer.
1,peter is walking on the river of the bank.
0,the student attended several lectures to learn from different professors.
0,all the guest of the party sat next to the cake.
0,mia got a discount on her groceries so she spent less money.
0,the sun is rising and it's getting bright outside.
1,the conversation is at the beginning so I hung up the phone.
0,a canal was constructed next to the farmland for irrigation.
1,the skydiver glided safely to the seabed.
0,after receiving the vaccine the baby became immune to the disease.
1,todd opened the window to let the fresh air out.
1,the dog chased the cat up the tree.
0,jane painted a chair and put it aside.
0,lily ordered a salad at a vegetarian restaurant.
1,he wanted to lose weight to fit into future clothes.
1,"there is a huge, splendid cattle standing on the top of the hill."
0,he found a check of one million dollars in his wallet.
1,he parked his car in the wrong place so he was asked to sell it.
1,sally hatched some eggs for the Christmas eggnog.
0,cindy said she was too sick to go to school.
1,the old man was praised for littering in public.
0,jones lost some weight and his clothes fit loosely.
0,he left his dog at his home when he headed for work.
0,the government built an aircraft roadway in the airport.
0,the cat licked her fur carefully.
1,to accommodate the bugs he converted the sofa into a bed.
1,my hands are tired because I have been standing up all day.
1,joanna made a pot of chill for dinner.
0,penguins are birds that cannot fly.
0,I attend a class in the classroom.
1,one of the common reasons for flight delay is the mood of the pilot.
0,in windy days everyone had to hold onto their hats.
0,after eating I put the plate in the sink.
1,the boy read the novel aloud to his blind grandfather.
1,after a long time of walking my foot went numb.
1,the photographer skipped the moment when the kids smiled.
0,I slipped on the wet floor.
1,the bar closed early because it was crowded.
1,he got pulled over by the police when he was parking.
1,the kid was spoiled and ran away from home.
1,bosh realized he forgot something when he looked at his watch.
1,the bartender refused to serve the lonely patron.
1,the student received detention for his excellent grades.
0,a train went through a tunnel and the inside of it went dark.
0,the turtle hid in its shell to avoid an enemy.
0,the girl handed down her clothes to her younger sister.
1,the bomb was defused when the terrorist set it off.
0,the food he dropped was ruined by his dog.
0,the book was deemed inappropriate for children.
1,the driver made a wrong turn and the trip took a shorter time.
0,after I replaced the batteries the flashlight was on.
1,I scratched my skin to relieve scar.
1,the burglar broke into my house without calling me up.
0,jason held the door for the woman entering behind him.
1,the mirror in the bathroom fogged up after she applied her makeup.
0,the security guard put the man down for his sneaky behavior.
0,the driver rotated the steering wheel and the car turned.
0,my shirt was wrinkled so I ironed it.
1,the patient is getting worse so the hospital sent him home.
1,we found no seats in the theater so we sat down.
1,the woman received an admission after she graduated.
1,emily came upon a river on the sidewalk.
0,she covered her ears at the deafening alarm.
1,the audience booed the comedian off the stage for his humor.
0,the coach gave his player a high five.
0,bob said my breath smelled of garlic so I brushed my teeth.
1,alex was lost so he drew a map.
1,tina pushed the gas pedal to open the car door.
1,sarah got away with the crime because new evidence was discovered.
0,I wiped the book with a tissue and the dust on the cover came off.
1,the student chewing gum in class was forced to swallow it in.
0,jane forget her ID so she was denied entrance into the bar.
0,a comet collided the moon and a crater formed on it.
0,the benefactor requested to stay anonymous to maintain his privacy.
0,janice felt ashamed of the scar on her face.
1,the x-ray showed that his arm was painted.
0,the boy filled the bucket with sand.
1,taylor downgraded her computer hardware for a better experience.
0,after a religious awakening she began to go to church.
0,I put in some unnecessary contents and the drawers became cluttered.
0,the student flaunted his test grade to his classmates.
0,the boy felt homesick in another country.
0,she launched a rocket and then it flew up into the sky.
1,the boy murmured his reply when his mother told him to speak up.
0,he put the flowers he just bought into the vase.
0,the lipstick on his cheek implied he was kissed by a woman.
1,the gardener put seeds in the soil to make his plants flourish.
0,the pipe burst because the water was frozen.
1,the company lost money due to its positive consumer reviews.
1,ben woke up with a toothache so he skipped an appointment with his dentist.
1,the team lost the game due to the injury of the referee.
1,children are not allowed to watch the movie because it's animated.
1,paul deleted the email for it's an important emailfalse : 1.
1,the student's grade was higher for the incorrect answer on the exam.
0,the toddler started crying without his favorite toy.
0,monica pushed herself off the top of the slide and glided down.
1,humans fly in the sky.
1,he eats a table for dinner.
1,I write with a comb.
0,he peels an apple with a knife.
1,I enjoy dancing shows in radio.
1,Strikes will bring convenience to people's lives.
0,you acquire objects when you go shopping.
0,he runs errands to earn money.
1,"If you want to get a question, you will use a calculator."
1,You will sleep more if you want to get somewhere.
1,you feel sleepy when you advance into a battle.
0,You would cool off because you want to feel more comfortable.
1,You would hang out at school because you want to drink with friends.
0,he turns the pages while reading a magazine.
1,You would buy something big because you want to carry it with you.
0,Usually you need to invite friends to a party.
1,he needs to pay the cost of admission to go to the hospital.
0,He pedaled to ride his bicycle.
1,He used a torch to cool the freshly cooked beef.
0,"I'm too full for lunch, so I'm going for a walk."
0,Today's knowledge is too difficult for me to understand.
0,People usually read books they are interested in.
0,You can practice English by communicating more with others.
0,It is especially bad to harm a child.
1,You would enjoy the company of your friends because they like the people you hate.
0,babies are smaller than adults.
1,You are likely to find a bird in a burrow.
1,Something that might happen as a consequence of answering questions is you are dead.
0,You would go to a film because you want to be entertained.
1,Standing in the snow makes you feel hot.
0,boats sail on the water.
1,I feel dirty after taking a bath.
0,Everyone's skin color is different.
1,harder tires grip better in wet weather.
0,Disabled people's life is inconvenient.
0,Often do not eat breakfast will make people sick.
1,Most boys make up.
0,Human beings should not destroy the environment.
0,People shouldn't play pirated games.
0,"I watered the flowers every day, so it opened very well."
1,I want to go out for a picnic in bad weather.
1,"Cooking is a very boring thing, so I like it."
1,"I never exercise, so I am very healthy."
0,Eating a lot makes me fat.
0,I want to have my hair cut because my hair is too long.
1,I like to fail.
1,a winter day would make you want to fly a kite.
0,You are likely to find a bookshelf in a furniture store.
1,He put a basketball in the printer.
1,You parked the boat in the garage.
1,a lot of people get hurt in sleep.
1,it is normal for people to use radio to play games.
0,The space shuttle needs fuel to fly.
1,Your father gave birth to you.
1,he usually goes to the gym to sleep.
1,people often go swimming in a car.
0,he uses soap to clean himself.
0,He cooked a meal in an iron pot.
0,people usually dream when they fall asleep.
1,he married a woman that he hated.
1,he uses a lot of water to post a message.
1,students enhance their academic abilities by sleeping.
1,he uses water to warm himself.
0,he is drunk because he drinks too much alcohol.
1,He braked with his left foot while driving.
0,he drinks water when he is thirsty.
0,Eating more vegetables will make people healthy..
1,Getting enough sleep can make you exhausted.
1,Cutting short strings makes the guitar sound.
0,Pour detergent into the washing machine to wash clothes.
0,Dieting is a way to lose weight.
1,Most people work to spend money.
1,males are those who get pregnant and give birth to the next generation.
1,Divergent attention improves learning efficiency.
1,Gravity can start an electronic device.
1,People usually have breakfast after lunch.
1,He took a nap in the sink.
0,Teachers usually give lectures to students.
1,Cinemas usually play movies after the lights are turned on.
1,He filled the car with water and drove off.
0,She often competes with her classmates who are equal to her grades.
1,He threw his hook into the lake to catch elephants.
0,I need a dictionary to translate languages I don't understand.
0,Swimmers in swimming competitions usually need to wear swimsuits.
1,She often observes the stars with a telescope in the daytime.
1,He communicated with his friends by newspapers.
0,Kissing is a way of expressing love between couples.
0,Household cleanliness after housework.
0,"In most cases, you need a passport to go to other countries."
1,People usually go to bars for milk.
0,Students with poor eyesight mostly sit in the front rows of the classroom.
0,"If you think TV programs are too loud, you can reduce the volume."
0,Usually the one who gets a higher score in basketball game wins the game.
1,He wrote a book review before reading the book.
0,People usually travel to the other side of the earth by plane.
1,"If you lose too much weight, you won't be able to wear the clothes you used to wear."
1,People usually cry after hearing a funny joke.
0,a new hairstyle will give me a new look.
1,too much smoking can cure pulmonary disease.
1,"when your car is inspected, you are driving across the border."
1,"it rarely winds in the desert, so the desert is dry."
0,usually there are many stores in malls.
0,milk is from cows' body.
0,Chicago is the name of a city.
1,you can set cheese to catch the mouse.
0,I put my clothes in a closet.
0,this car is too expensive for Tom to buy it.
1,people can pick watermelons off from trees.
0,the color of the orange is orange.
0,this plate looks very good.
1,I'm afraid to take flight so the plane may crash.
1,a farm may grow a crop of cows and sheep.
0,"if you want to have lunch, you can choose a restaurant."
0,most people use legs to walk.
0,silk is a common material for wedding gowns.
1,he likes sitting in a boat and floating on the desert.
0,"if you want to travel, you should have a talk with a travel agent."
0,you can jump out of a window if the window is open.
0,you need to be asleep first then you can awake.
1,a thief stole my finger.
0,Tom caught a big fish in the sea.
0,I'm dirty now so I need to take a shower.
1,I can hear the light from the moon at night.
1,he is rude to others so he has many friends.
0,they put out a fire successfully with water.
0,I often watch movies with my girlfriend at the cinema.
0,the waiter serves me coffee in the same cup every morning.
0,the car broke down so I lifted the hood to check it.
1,smelling an apple every day can be good for your health.
0,we use windows to let the light shine into the house.
1,we can learn what will happen in the future by reading diary.
1,I parked my car on the highway.
1,I learned to play basketball to enjoy music.
1,microphone is often a remarkable character of the speaker.
0,people often sleep with their pajamas on.
1,humans can fly with wings.
0,curiosity is one of the reasons people travel.
1,two people who hate each other will kiss.
0,a first class airline seat is for rich people.
1,Alice was late three times this week and the boss was very happy for it.
0,he swims in his own swimming pool every day.
1,the telephone is one of the most important invitations in human history.
1,I poured kerosene on top of the cereal as my breakfast.
0,he is a pitiful person because he has no home.
1,the food tastes very bad and I enjoy it very much.
1,the bar is a good place to prepare for the exam.
0,"if you don't know how to cook it, you can follow a recipe."
0,nearsighted people need glasses to read.
0,many precious stones are used in jewelry.
0,we built up an army to protect ourselves.
0,"when you are drowning, a lifeguard can save your life."
1,I shouted at the top of my voice to avoid her attention.
1,I felt the building was shaking and then I realized it was rainy.
1,they gave me a crutch to sit when I came in.
1,children can't learn to cry until they reach a certain age.
0,sleeping at night is for not being tired.
0,I will make sure the door is locked when I leave the house.
1,I was so angry to see an old friend in a foreign land.
1,she had a bad day and she felt white.
0,"when my plants are dry, I water them."
0,I enjoy the sunshine in the afternoon very much.
0,I was very happy because my little brother was born yesterday.
1,I kicked the teammate into the goal and win the football match.
1,it's really cold so I light a screen to get warmth and light.
1,today I washed soup.
0,I tripped on a rock and then fell.
1,I drove from China to the North Pole.
0,many trees fell to the ground during the windstorm yesterday.
1,a salesman can fool a product.
0,you can gather energy by eating food.
1,anything can't be bought for the high price.
1,I bought him knowledge.
1,I left my car in my wallet.
1,you need the right swimsuit if you want to fish.
0,we need a referee to ensure the game is fair.
0,I send my new book to bookstores to sell it.
0,I caught this rabbit in the forest.
0,"when I am not fit, I will go to the hospital to ask help from a doctor."
1,we can find sugar in ocean water.
1,a thousand microphones are going to listen to his speech today.
1,I lost my car in the traffic jam.
0,the criminal was sent to prison and he felt very regretful.
1,the cry of the audience is the best encouragement for the comedian.
0,I lay in the bed to have a sleep.
1,I felt very nervous after taking the midterm.
1,throw things you don't understand anymore into the trash container.
1,you need to play baseball well before going to watch a baseball game.
0,every morning I read the news in the newspaper.
0,soccer ball is a kind of ball.
1,I buy this book from the library.
1,drinking too much coffee can make you drunk.
0,I am used to having a cup of coffee for waking up in the morning.
1,grass is a common material for a bowl.
1,I need to see a psychologist because I had violent stomach pains.
0,my lifestyle is green and I plant trees every year.
0,I bought a ticket and watch a movie at the cinema.
1,It's very interesting to ride a cat on the grassland.
0,they began to enjoy being together after they fell in love.
0,parents often use chocolate to reward their children.
0,Tom was very sad because he was bullied in school.
1,eating salty food would make you hungry.
0,using a washing machine to wash T-shirt is very convenient.
1,I paid to grow longer hair.
1,I have a basket for drinking water in my office.
0,we use shoelaces to ensure that shoes will not drop when walking.
0,my dream is to be a teacher because I want to share my knowledge.
0,child need to be taught how to read.
0,the taste in art is a subjective matter.
1,the airport is one of the fastest things in the world.
1,the weight machine showed that I had grown taller.
0,you need to pass exams if you want to graduate.
0,"although he is rich, he lives a frugal life."
1,I carried a fork to eat soup.
1,"to be a husband, you need to accept strict training."
1,the dog barked all day and I had to wear nasal plugs.
0,I prepared a rocket to go to mars.
0,I will wear thicker clothes in winter to stay warm.
0,I pulled the door shut with my hand.
1,I used my third hand to lift my coat.
0,cut your toenails if you don't want your socks to have holes.
0,after finishing all my work I felt very relaxed.
0,you can find rocks underground.
1,we added steel to keep the fire burning.
1,it's ok to go when the traffic light is red.
1,people in the desert often look forward to flood.
1,my favorite thing is surfing in the swimming pool.
1,today I forgot to bring my mouth and couldn't have lunch.
1,you need a compass to measure the distance.
1,her snide comment about my weight greatly encouraged me.
1,the ground was covered by wind after the storm.
1,we can see different moon by traveling.
0,Jim stole her bicycle and now he is a criminal.
0,people smoke to have fun.
1,every boat has a life jacket to prevent a person from falling in water.
1,the drink is too iced so I dropped many ice cubes in.
0,a good chef can cook good food.
1,we dug on the wall to drill a well for the village.
1,he is such a smart boy that he learns everything slowly.
0,he can't walk with an injured foot.
1,I was so hungry that I ate the whole elephant.
1,the chef is hired to eat food for customers.
0,he is a nice boy because he smiles to everyone.
0,I feed my cat every day.
0,I took off my clothes to take a shower.
1,Tom smashed glass and reused it after cleaning.
1,I stored my boxes in a book.
1,you have to sing if you want to catch a fish.
0,I need to go to the hospital to treat my legs.
0,he got a divorce and became a single man.
1,trees grow leaves to prevent being knocked down.
0,we are all very happy that it's sunny again after so many days raining.
0,I'm looking for the staircase to go upstairs.
0,I applied for the job to earn money.
0,I bought a new toothbrush to clean my teeth.
0,I used an umbrella to avoid drenching in the rainy day.
0,I hurried to the ticket window to buy two tickets.
1,bad luck is part of the reason I can succeed.
0,I connected to the Internet to shop online.
0,Alice lacks the leadership to be in charge of a project.
1,"as a butcher, I killed farmers every day."
0,toothpaste is common in the bathroom.
1,my baby needs a bottle of beer every day.
1,he brought a moon for his wife.
0,Tom hunted a bear in the forest.
1,he went to the kitchen because he felt sleepy.
0,he was very happy when his pay raised.
1,the baby kangaroo will be put in its mother's hands.
1,we always drink apples at breakfast.
0,I felt stomachache after having expired food.
0,a credit card allows me to pay money later.
1,I do homework every day to keep healthy.
1,I built a car in the store.
1,she is good at swimming so she plays water polo well.
0,I draw well so I have an advantage in art.
1,her skin got whiter after sunbathing.
1,I speeded up my car to park it.
0,I am looking for a new job after being fired.
1,you need hardware or software to surf the Internet.
1,I helped the robot to find its dad.
1,I prepared some fuel to power myself.
0,policeman tried to arrest criminals to send them to prison.
1,I will go to the hospital tomorrow to check if I'm alive.
0,I heard the sound of the birds.
1,nurses take care of doctors.
1,the fans sat in the soccer field to enjoy the football match.
0,I called a taxi and paid for the trip.
0,I keep things orderly so that I can find something quick.
0,I wore my wedding ring on my left hand.
0,a calculator can help you do sums faster.
0,villagers dug a well to get water.
0,I used glass to make a fish tank by myself.
0,I put my books in the bookshelf.
0,everyone is amazed at her appearance when they first time see her.
1,we need woods to produce erasers.
0,I sunbathe on the beach every summer vacation.
0,a fine day is a good chance to dry the clothes.
1,if you are robbed you should call the firefighter.
0,he had an operation on his brain yesterday.
0,the fish is a very common dish for coastal people.
0,I see a duck swimming in the river.
1,I spent more time on having fun so I had better grades.
0,I bought some beef from the butcher to restock my freezer.
0,I use the knife to cut the beef.
0,eating too little is an unhealthy way to lose weight.
1,she was very angry when her son was admitted to the best school.
1,wine cellars are not just for drinking.
1,my grandpa can't sleep so he took stimulant pills.
1,I'm looking for a policeman to mail the letter.
0,every time my cat eats a fish it is very happy.
0,pandas are rare so we protect them in the zoo.
1,she can become a model because she is out of shape.
1,she asked the cook to add more salt because she loved sweets.
1,we listened carefully to what the teacher was thinking.
1,you need a hat to prevent the spread of infection.
1,I bought a razor for my mother as a gift.
1,you need to hang off the phone when the phone is ringing.
0,we agreed on a location before we met.
1,the root shelters us from the rain.
1,we should order as much food as we can in the restaurant.
0,Muslims do not eat pork because of religion.
1,Coca-Cola has been popular for hundreds of years because of its name.
0,I just can't balance myself to ride the bicycle.
1,he grew up one year younger after every birthday.
0,air conditioning can change the temperature effectively.
1,I got married after I found out that my wife had cheated on me.
0,I used the leaves to pack the pork.
0,I need a piece of soap to take a shower.
1,the heroine kisses the audience in this movie.
1,people in the desert don't need water.
0,queuing is a rule for good order.
1,ears are the organs we use to breathe.
1,we planted mines for a better world.
0,reading can improve our thinking ability.
1,spring is the season of harvest.
1,advertising is used to show the shortcomings of products.
0,she employs a driver because she can't drive.
0,it's a great honor for me to have a talk with the president.
0,he needed a calculator to solve this difficult calculation.
1,chatting with American is good for our Chinese learning.
0,farmers can pick up apples on the trees.
0,Americans couldn't understand what he said because of his strange accent.
0,illness can be found during routine physicals.
1,I earned money by sleeping.
0,my mother found that she was pregnant yesterday.
0,my nice wearing left a good impression on him.
1,my new day began with a beautiful afternoon.
1,I bought some beds to open a cafe.
1,rice is the main food for all the people.
0,the game company makes games for money.
1,the shopping mall is filled with car parks.
0,the poem used many beautiful words.
1,a wall without touching the sky is impossible.
1,the handle on the door is for decoration.
0,newspapers are printed by printers.
1,I need to buy a CD to watch videos at home.
1,you can download a wrench on the Internet to fix the windows.
1,I bought a headphone to share the music with others.
0,my parents went to different public toilets just now.
1,my mother asks me to litter my room every day.
0,programmers write code every day to earn money.
1,you don't need learning to be a musician.
0,the library is a good place to study because of its quiet environment.
0,I'm writing code on the computer.
0,I used paper bags to be environmentally friendly.
1,we can work in the night thanks to the sunlight.
1,soldiers wore fatigues to be attractive in the jungle.
0,I gradually forgot something due to the memory decay.
1,Japanese has borrowed heavily from barking.
1,I need a stamp to send this email.
1,I encourage my daughter to walk alone in the darkness.
1,the rain fell into my head and my brain got wet.
1,I can't live without snacks.
1,"this is a bumper harvest year, we picked tons of leaves from apple trees."
1,stone can warp the paper.
1,proper temperature can be found on the south pole.
0,I chose the farther cafe because of the distance.
1,I felt happy again after eating terrible food.
1,I need inspirations to clean bowls.
0,the law gave the police the right to search your house.
0,I lit the fireplace to warm myself.
1,the flowers are crying.
0,we can play with dogs.
1,he thought it would rain soon so he carried sunglasses.
1,I brush my teeth every day to keep them dirty.
1,we can use fabricated data in scientific researches.
1,we should ignore the traffic light when we go across the road.
0,the modern city is more industrialized than the countryside.
0,we went to the cemetery to remember the dead people.
1,my best friend was in my lost wallet.
0,"if we pick up other's wallet, we should return it to the owner."
0,the language is a part of a nation's culture.
1,everyone has expensive fingerprints.
1,my heads hurt.
0,I found a lipstick in my mother's makeup cabinet.
1,I fed pork to my wheat.
1,my family go to the park to see plum blossoms every summer.
0,I bought some desserts in the shopping mall for my daughter.
1,low-calorie food is more likely to make people fat.
0,the puppy wanted to find its mother's breast to be fed.
0,humans' lifespan has been extended thanks to the development of medical technology.
0,one day humans will settle on another planet.
0,sailors work in the ocean.
0,teachers assign homework to the students.
1,appearance is not very important for actors.
0,nice wearing can cause people to notice you at the party.
1,wearing a party hat to attend the funeral is perfect.
1,you will feel inferior about yourself when you dress nice.
1,I cut my hair longer at the barber's.
1,I can count the number of stars in the sky.
0,we can't breathe in the water because I don't have gills.
1,I could drink the whiskey on his breath.
1,I sat in the trunk of the taxi with my girlfriend.
1,chefs should wear gloves before preparing food for customers.
1,people go to jail because they don't want freedom.
0,I saw snow in South Africa in June.
1,an umbrella can help you keep warm in snowy days.
1,the plane is a useful transportation tool in campus.
0,fans went mad when their team scored a goal.
1,I got a scholarship for cheating in the exam.
1,the hot weather made me keep bleeding.
1,you don't need to try out products when you shop online.
1,reading can make driving a joyful thing.
1,everyone said I had two beautiful mouths.
0,relaxed mindset is a useful skill in marathon running.
0,both funerals and weddings are major ceremonies.
0,I often bought chalk for teachers to write on the blackboards when I was a boy.
0,his mother died for giving birth to him.
1,gardeners grow crops in gardens.
1,I use Photoshop to change the color of my room.
1,I can't forget the night that I saw cells with telescope.
0,I burned myself accidentally when I was cooking.
0,every time I hang out at the bar I will get drunk.
0,I gave birth to my eldest son.
1,you should have your passport ready before you take domestic flights.
1,I'm looking for a gas station to refuel my bicycle.
0,I refused to drive after drinking wine.
0,mushrooms are a very common dish in Asia.
1,we can change our fingerprints when we want.
1,flu can spread easily through eye contact.
1,my son was terrified when he menstruated for the first time.
0,airports are a feat of modern engineering.
0,I'm so busy that I haven't slept for two days.
0,we can't breathe without the lungs.
0,I brought my sailing ship to float in the sea.
1,he won a prize as best thief.
0,I don't know what's my real vocation.
1,Joel said hello to his kids before traveling to Africa.
1,you will find a payment counter in a police station.
1,writing a story requires a beautiful voice.
0,a parachute bag can save your life when you are falling from a high place.
1,I love my girlfriend and I want to break up with her.
0,humans can be identified by their unique fingerprints.
0,it has been rainy for a long time and the river flooded.
0,I attended a classical concert to enjoy music.
0,music is a form of art.
0,a wood stove is a heat source.
1,"where knowledge begins, science ends."
1,many animals eat air but humans don't.
0,I need to bring my wallet when I go to the restaurant.
1,I am so unlucky to find my true love.
1,the sun rises sometimes in China.
0,I called the front counter and asked them to send some food to my room.
0,they have reserved a box for us in the theatre.
0,I promised to help my boyfriend although I was too busy.
1,football players wear short sleeves to protect themselves.
0,I want to make an appointment for a facial next week.
0,plastic surgery is for beauty.
1,human liver is an expensive ingredient.
1,some ingredients are expensive because it's common.
1,ingredients need to be photographed before being eaten.
1,I was disappointed because the expensive food tasted good.
0,garbage recycling is a green lifestyle.
0,thanks to the seat belt I survived in the car accident.
1,starving people care little about food sources.
0,natural disaster will pity no one.
0,a campfire can be nice on a cold night.
1,boys usually can’t wear dress in China.
0,I need electricity to power my smart watch.
1,I spent the whole night sleeping to get off the jet.
1,gardeners water the leaves of the trees every day.
0,I wanted to join them because I enjoyed chatting with them.
1,he found he was gay when he fell in love with a woman.
0,weighing an elephant is very difficult because of its heavy weight.
0,the benign tumor doesn’t have fatal harm for you.
1,kids catch butterflies for food.
0,drinking milk can help teenagers grow taller.
1,I used to take notes on the pens.
1,I use a knife to eat rice.
1,students need to write their scores on the examination paper.
0,perming will make your hair curly.
1,twins died on the same day.
0,one kilogram of stone is as heavy as one kilogram of feather.
1,it's crazy to turn on the air conditioning on a freezing day.
1,we need different passports to visit different countries.
1,people doing noble things are really selfish.
0,spring festival celebrates the first day of the Lunar New Year.
0,after the loan we need to pay back to the bank.
1,I always carry my desktop pc with me.
1,Nike printed the prices on the clothes.
0,I took a video to record the process of my son making cakes for the first time.
0,doctors often wear masks to prevent the spread of infection.
0,I have more and more white hair as I get older.
1,believers have ever really heard or seen god.
1,wearing slippers are a good choice for weddings.
1,grasshoppers can be a water source.
1,a open air park is a good place to stay on rainy days.
0,most of the earth's surface is covered by water.
1,students attend concerts to further their education.
0,language is one way to communicate for human beings.
0,language changes slowly as time goes by.
0,a cup of coffee in the morning can make you more energetic.
1,I pressed the accelerator in my bicycle to speed up.
1,I ate iron to end my hunger pains.
1,the plane landed smoothly in the parking lot.
1,"in old age, muscles go through a growth spurt."
1,animals develop from seeds.
1,washing your car is for keeping it fast.
0,people invented toothpaste to keep teeth clean.
1,you can buy drinks from vending machines without paying money.
1,movie stars often photograph others in public.
1,it seems my joke is funny because nobody laughed.
0,you need to be careful of sharks when you swim in the ocean.
1,I finished my work while I going to sleep.
0,"I can't afford the flight ticket from China to the US, so I decided to take ship."
1,animals in the Acrobatic Troupe receive wages every day.
0,teammates are here to work with you in teamwork.
0,the teacher was very angry that I was late for school again and again.
0,girls wear skirts in winter for beauty.
1,driving a car is a good choice to enjoy your stay at home.
1,he scored a crucial goal by hand in a soccer match.
0,we built street lamps to provide a public service.
1,crops can't live without farmers.
1,I was very scared to see old friends abroad.
1,Alice broke down when the situation was hopeful.
0,ice cream is more popular in summer than in winter.
1,my boss checks read messages carefully every day.
1,we are vaccinated for the cure of the disease.
1,I bought a pan for drinking fresh juice.
1,taking summer vacation caused lots of stress.
0,clues can lead you to the answer.
1,you can definitely cook food well by following a recipe.
0,the company fired some employees because of continued losses.
0,the deaf man can't hear me yelling.
0,I'm waiting for a clear night to observe stars.
0,building workers risk injury by not wearing safety helmets.
0,buying presents requires love and money.
1,going to the zoo is for being seen.
1,the horses water the cowboy everyday.
0,people expect enjoyment when they go to the cinema.
1,Bob sang a picture yesterday.
1,paying by credit card is for not paying money.
0,you need an audience if you want to share your story.
1,the players will buy a cup of beer before the basketball game begins.
1,I need to say goodbye to people on TV when I finish watching the TV show.
0,goods can be transported by plane.
0,the ship hit the submarine yesterday.
1,I can lift the gym easily.
1,meeting my friends is for business.
1,when you borrowed a car you can sell it to others.
0,I had plastic surgery in the hospital.
0,fortunately the fat man lost weight by working hard.
1,couples would divorce if they believed each other.
1,I stop eating salt food to lose weight.
1,the weather can be either sweet or salt in China.
0,adults change clothes according to the weather every day.
0,you can use ink to write things.
0,museum exhibits artifacts for everyone to learn.
1,the alarm ringing announced that the class was over.
0,passengers need to undergo a rigorous safety check before boarding the plane.
0,you can use money to buy some products to live longer.
1,studying requires violence.
0,we used optical microscopes to see cells in science class.
1,designers show outdated clothes in a fashion show.
0,the young man offered his seat to the old lady on the bus.
1,I jumped into the fire to cool myself.
0,my father sold the best products to become the best salesman.
1,I washed my computers twice a week.
1,I used to step on the mountain to get the sugar on the op of the cupboard.
0,a wall is the boundary of a house.
1,we built a factory to produce creative ideas.
0,we use the microscope to learn about the microcosm.
1,we can find first class airplane seats in the wings of a plane.
0,"when a relative dies, we held a funeral for him."
1,a bed can rest a pillow.
0,parents will praise children when kids did something well.
1,professional soccer players earn money by selling footballs.
1,animals are pets.
1,we grow Christmas trees in December every year.
1,sun bathing removes dirt from the body.
0,I bought a ticket for the train I took.
1,he was fined for smoking in his home.
1,we took notes in class for recording what we were thinking.
0,I want to find a quiet place to have a sleep.
1,People open their doors when they go out of the home.
0,People can talk chat with living people.
1,Sweat will be secreted when the sand touches eyes.
0,People usually put curtains on the windows.
1,People usually roast meat with cold water.
0,People usually enter the park from the entrance.
1,People usually like to wear oversize clothes.
0,People should abide by the contract.
0,Rats can't bite metal furniture.
1,Sheep usually like wolves.
1,College students usually learn the same courses.
1,Eating a lot of instant noodles is healthy.
1,Programmers usually don't use computers.
1,if you fail the exam you should cheat next time.
1,I should indulge myself when I fail.
0,mom cooks the fried egg once a week for me.
0,sprinters' legs are usually strong.
1,I can take part in the soccer game in formal clothes.
0,we can travel on the sea by boat.
0,chickens' eggs is delicious.
1,we can eat noodles with knives.
1,birds' milk is nutrient.
0,People can make wires from metal.
0,People can read newspapers to know what has happened recently.
1,People should rub water on their skin before giving an injection.
1,Something you might do while taking the bus is drawing an oil painting.
0,She felt full and satisfied after having lunch.
1,Bob is cooking while eating dinner.
0,A rat can survive a fall from a five-floor building.
0,The longest nonstop flight by a bird is eight days.
0,He caught a cold and had a hot shower.
1,Humans smell through their ears.
1,Alice formed a habit of sleeping to keep fit.
0,It's winter and it's freezing cold outside.
1,Frogs will die with enough water.
1,Kate made books with a microwave oven.
0,Marry lit up firewoods to make a campfire.
0,Barry went under an umbrella to stay dry on a rainy day.
1,She goes skiing while watching TV.
0,Children in school use crayons for drawing.
1,Wang is eating with poles.
1,Dry towels need to hang up to dry.
0,Running is a good exercise.
0,Cookies and milk make a great dessert.
1,a basket is for warmth.
0,attending class is for learning.
0,He throws up when he eats bad food.
0,Shoes are meant to protect feet.
0,most people consider it to be cold when it is below zero degrees.
0,a piece of paper is used for writing.
0,Amy is happy to know that her best friend has recovered from the illness.
0,my jaw dropped open when I was shocked.
0,the filthy car needs to be washed.
0,my friend paid for my ticket so I got on the bus.
1,dina visited her family because she distrusted them.
0,the balloon expanded as he blew into it.
0,maggie told a joke to lighten the mood of the conversation.
0,a hammer dropped on Bill's foot and his toe was broken.
1,the clothes are still dirty because I forgot to add laundry water.
1,air leaked out of the beach ball because it had a picture on it.
0,the conversation gradually lulled to silence as more people left.
1,julia pressed down on a piano key to play a music.
